,id_base_legal,descripcion_base_legal,decreto_base_legal,estado_base_legal,id_afiliacion
1123,0339320ec77d4da394888cb29d43e97e,zzdSbQrEkC536QLv1RLu,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,4e0548170d6c46eb8f698bc6b87d2756
1124,da71d4dd6692473a9eb51c1fbb410563,lFM39hvBM730harVfxPv,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,b037de66e7734181943ce272081dedf9
1125,90fbdb821de449d48ed951a403541fee,X1Tmq2MZv4Ae7p5FksB2,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,a439d7e1bcf94d6c86fc6cb47a6f3ffc
1126,7100724199df4449bf02af3835819b0d,f6GIsOTDGvoJbHmMqpFc,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,3e4d847f0bf04a86b2162cc9da492e64
1127,bac67933312f4a84b5dc97ef465171dd,dya3XYMdT5LIwBMCt5HQ,Ley de Seguridad Social,Activo,f59a8e1d6e43467f9bbb319e14a12e1c
1128,07b5ecc13a504f4aa101526df670086e,4zec15ivC3f5uVK4NRv1,Norma Creación,Activo,bb8420cfd1b041f88bb5088bdd9e032f
1129,db814b06883c446ab2e55809ff12c22b,uHvE3KQEI2NzWYNHcOYa,Ley de Seguridad Social,Activo,3e5e3c899ee9486b89d6e1410761fde4
1130,3f0fed28cbd6446fae3a7751a45e0416,Vphpx9nO3tE0RaHpdTO9,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,2d3227b5058c4434adbf17eb1c888682
1131,2f5ee7993b3743c5a599b5b725a71b89,blsaUNJjyRVdT1ulwctl,Ley de Seguridad Social,Activo,3d22ee93c35d4d97bc59fd76b0e0b604
1132,a58420126a3940738943f30b694b3921,spxbpHurDfNidag0C2bR,Ley de Seguridad Social,Inactivo,97d734bfb409479587c0af7b27d0af21
1133,2776920b50ce4edb97dce652dfa7dedf,AmzplgIksSSDnq9VGQ3F,Ley de Seguridad Social,Activo,2ecfc7bd38964c7cadd62b65eb373089
1134,5b5a0d81f2df4ebfba55f30586b1d1a0,6RGvegIhmYkXYPC5074p,Norma Creación,Activo,4a44ab8ff7e945c9bcf9ceec711adc70
1135,1891b03107cd422b97caf15bcd5a5a2e,Ihnq31JgxByvFN5FLuJa,Ley de Seguridad Social,Inactivo,37a0b89a9daa48e18e45d99768cbb045
1136,202fcf451d434d928f5bcacc11a99dad,jy9qQhANmsbPkhheT8sr,Norma Creación,Activo,ce784a711ab34afd9596c76d6c9f1c8b
1137,9922b29515fb45ed872c291f5af08798,sA7GPWqsFtVt7p0Otwo6,Norma Creación,Activo,73cdbb564848471d9135702caf336037
1138,5fc12a21a4014e48a911b928a693e617,Lk9SyLUzxURiZvpSX8yo,Norma Creación,Activo,b3f1279e55a64c6980b0c6edf01e43d9
1139,ebfd18788c5a4dda8d24ea57096e1e9e,YSYW1uDWsUn7gqF8vVWG,Ley de Seguridad Social,Activo,b953a8cf6f9e49a4a3a3c5e63ee74034
1140,fb7e0dc7574a40ee820112e470f1b2c7,vYscLR5Nv2Buy9FsgGUE,Ley de Seguridad Social,Activo,68ec95932b25443dba4fff7cca5647f4
1141,245c58c8f4854eb4b918f2e613b2687a,4ZJyXaMD2T8Fz3InGEo9,Norma Creación,Activo,22b09119442643bca8e6b8774b059f27
1142,1467165fb1c94649816b3adf01c47a5e,bPTAg2lNUO3bJaSSZVaw,Ley de Seguridad Social,Activo,e4bdea2ba9444deeaf783dec967eadaf
1143,68db747e988d413d8e9c8fae72260461,LyRCs1u7HBaGLjWQze4o,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,4dba61e7416a486185515091a3c10d19
1144,4a85f40b72064ab0b5f76e16ff319014,zJkxXWvCLf0hnNkCSXEo,Ley de Seguridad Social,Activo,0f7b157d2f7f4ebb99439a170df3092d
1145,88a01e890d344999909123776b7c8b08,iNEet2EIRap55ONfxUHj,Ley de Seguridad Social,Activo,27a1264c6dce4464a03ce88ed4f2204e
1146,b8c56c40d5b14d0884737193ff13deca,hgX9QfmSfqAfBe9bSxNC,Ley de Seguridad Social,Activo,65c0b08892394c0d82a4bf781bdbe91e
1147,49d83c1f807240388153e32ab5d02e40,9EoT0b4zz0tPX9bUIH3w,Ley Orgánica del Sistema Nacional de Contratación Pública,Inactivo,889e8e196da2492380fe90d4dea0d5ef
1148,c27bc678cf674e29afae5cc7acb92845,4Y4T6VNROspUlB9CdHTh,Norma Creación,Activo,40aaa53e6d5b487fb0f957de23879427
1149,3beaa0e5e104450593a5a16ad498cd69,4w2DiwKAkXm00K5mc2XN,Ley de Seguridad Social,Inactivo,1b019ba325324113814de43cc7b00e17
1150,829c1df0bcbf4d439ad34dce170ac954,aiH8Oe9fR8IkZH4T5mvN,Normal de Regulación,Activo,f120150195ec4151a24e72944212b51d
1151,5ee5b36b6bf14067b7fc67dc082922d5,gPAjwoHvxOYksNImQcqd,Norma Creación,Activo,6c1f192660f440c5a72c6d3be3db1213
1152,cf4d98ae66434baea4a224d175ef5975,SBts2srZ2FDE9lnsIMte,Norma Creación,Inactivo,ee8029c3ae174dbb8033c45b466d5ea7
1153,da9012baf8bc49a68de38c36b92c1134,u44TFGSv9hluAV3iBUuV,Normal de Regulación,Activo,648b538bc30c4f9cbbcfae08c9b85b90
1154,ac97eeb917fa48849dee137561e851e5,7libKNIXnt3GquDKY0HC,Ley de Seguridad Social,Activo,168d3e035880498cb80b2958d95affc2
1155,334b195e76454ea4a2e906fa59d59680,HsiYXBZhRsrD3ySRFfrV,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,345a11e1f04f42b287f5a11fd0e190fd
1156,405ba23dd8a648a8b56b49293ccd050d,IpG2li4EYUSPuB9uh92s,Ley de Seguridad Social,Activo,20558dd9e02b42fbbe33709f6404c250
1157,03a3422a67f94b2fa299bada906c4ab8,0J8u9gVeWarkXZMCh4rK,Normal de Regulación,Activo,f47ccc1baf124056bddd026931b9b3af
1158,7e8159bbb4bf4699841ab5bdfe5b6f97,lgtDKP5aEByB5zc5PwyL,Ley de Seguridad Social,Activo,ff31fcc0509b4e22a32dd28b9a49fe2b
1159,449ab7a77af74518b74b4c0585292e66,IK9O2rjYXzSCC5vsuXyf,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,265981be67624e2da5af023116697548
1160,b7b97931215d4ba2b59b99b83f1dbd08,zhCqvzjIadLGp1irfdAv,Ley de Seguridad Social,Inactivo,4ac72921cb5e43aebeb3c5de636c7b98
1161,ca53b39a1f994b42a84eee1db268a972,8TH0J1L9LykYdmGb1NHF,Ley de Seguridad Social,Inactivo,77e4d65fe4a94a5b842da8c3b38cd2cf
1162,861d052119a54e61b3598ab9df0de44b,o4j622TSTudJOW36cuIa,Norma Creación,Activo,84bb704cc361484596227853d72cba31
1163,cf83732392ae423ea026def647c699ae,D0vnHhXYec3O7BHVtET2,Ley de Seguridad Social,Inactivo,dda84c50779548c5ac00f00b19a88470
1164,27d8d803532445059647d0842fc9787c,3vEtQh0Q1LpCEneQ1lBk,Norma Creación,Activo,8be9c060c80b47eea6303b6170da8244
1165,7eda6f289f4b4bd19be2149a4687f695,PeEokKFa8prFvROfX2RT,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,b63f88ebc1c9472b985c7d3d9399989e
1166,3b625633b54d467d9f96e0f67aa483e6,gHNVT6zDoY6f6Z5MYQl4,Normal de Regulación,Activo,88cbae2f3403401c8bd4bf3a12c7c1ac
1167,1b8e9a2123d14e489373ac3668115417,QYz6X4F8o98ASVqWAkne,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,7caf89d1caf841f9b2160c1fb6b13489
1168,624bc8f2f0c24f1ab487f8696f6c5a20,lSHhsgMZXZZgNuF38sEu,Ley de Seguridad Social,Activo,28b12547d78e45d2841a421cdc9e4eea
1169,cc8c5e75635642ada671e88f9ade6ede,HvSg5BX0RUOKocZxKHAY,Ley de Seguridad Social,Activo,4b3ce7e6d991455baa63e6136996bbe7
1170,261d975d28024576a988963f646eaaaa,ggyv8h51ugwDduPAiQk0,Norma Creación,Activo,a383d20a1b9148b8aa478e6d67cbf865
1171,5932cee4b07c48a5b6824908c5afdca9,sCgWR23l13uUZOV5rbxe,Norma Creación,Inactivo,f825c6c7a98e47b38cbab9f1a19347f3
1172,9d71f4a6199f4ce7acaf109af5df79ff,97QlHdjK7wS2O3rg5f4l,Ley de Seguridad Social,Inactivo,0e233607834841ad9534b080d2d86138
1173,c6ecc1e7155343abbc7d3715fb36254f,vcv87EXIEtuExPBtNmVW,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,97de7916602e4c9c9620233d037ca24d
1174,131bcf1e23ea41b98578ebdd8f4c3e54,JW0hat6Hla2OGqJEcgV2,Ley de Seguridad Social,Activo,ef5662a4f4e4474cadee333452c9f7f8
1175,f3c2bd60866b410988a58dbb50a0c73e,4MlP02RSjSkbNCAJYghy,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,0df11421e36847adac2429f9de70267c
1176,eac3a6189ee2400c90cd031f6bdefd88,Kva4w6XffISxrVZNG8nW,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,1a2715350f6946508fd30c222da62939
1177,f0ae13f814e443088d6ecfff3ebfbee0,gIrpoi47DfQohsRd4Of2,Ley de Seguridad Social,Activo,9e124f225a1a49d2a1e65d90a9d3a51b
1178,ee7eb5eac5bd48b8b8480ec44aab8130,X8DP4RdHhs2oPNuAA5eF,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,96f30c4e96de4cd49102325a8553ca28
1179,97461fad99414c01b4798fcf04ef66c4,A7MrKWFcyJjxCa1XAOXN,Ley de Seguridad Social,Activo,9d3b04103bf940eb97a610f53aa28f5d
1180,bc1c3e2af1e54c1a9b2edeae9d024809,9NVoTmIKM8gr74Au38Qq,Ley de Seguridad Social,Activo,aa067003ec4b4519a6fe0c61bbe836f9
1181,660496b8b4254c448e0d4df42da67e52,iV5O1yMw8lhgIGQFO2R7,Ley de Seguridad Social,Activo,04c5b1c9dbb446dda0c4abaa82c54161
1182,0a2a32bc4e704711800a99514c6d1eba,2G5Fnyv4XK3Xwe5dAY67,Ley de Seguridad Social,Activo,f8a43a99c5764aa98a257e4e45d9b1b2
1183,f8f074ffbc364fbf9388bd0eee5f994e,xO0QIT2msQLbXJZJxTok,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,5b9939a0d8fb4237b0cca795e24a2abc
1184,d5b3a58e70144710ad627cd84b1358ea,T7k8heAhl6ACInSKcJkA,Ley de Seguridad Social,Activo,ee5b18eb5e4c4bb9a3929ea1aae1129c
1185,22df9a0c2db64b849a22ab8747e71d4e,BMyfPPXGCv8cJ3WpLQmQ,Ley de Seguridad Social,Inactivo,3c6075cafc0540dd9e4e8c5e01aaa708
1186,6c4cab72fdc841358def28c8e34d77b7,lNY4VzOdiQJLOiVviUgC,Norma Creación,Activo,e0573f7942ab4475943b7588754761be
1187,99a713dda47b45e1a671d8caccdb0952,zpmvEznwKL7Zo3Q8JceT,Ley de Seguridad Social,Activo,0168a1807fbd4838921c8578561ff85e
1188,16598aa214e24f05aad4245efb064be7,zCBJEnYmdwmquavfZYb9,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,f6b0a7306c764004a16d84cb8657b429
1189,ba7e7c4ad12c41d4835e515679545473,H7GGMXepuyuS5XEpDjLR,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,41e28467ce95485eadd80bfb78893903
1190,025197a192784cfeb6b8439038d29986,EB0h8FvFVps56kjrV4iR,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,ddd32d5e0350462f83ebc240fda9a8f8
1191,8f3d5037a66d4d3fa354c4bd77709603,HZ3Txui9TgU6AYEojhQc,Norma Creación,Inactivo,f0de9434606f4d7289da11eec5349e14
1192,366b2d4fd5b74a5681759ac40b61283a,gI4Qhmk8o0fC3ohlMUPM,Ley de Seguridad Social,Activo,8bdb91869c124500ac7af2afed95651c
1193,705aef0e37a5477aa26e9bbb957f1d04,ZsJPJqRHPphRtFr3BNXa,Ley de Seguridad Social,Activo,d7f3610ba2c94585ba4c59ccc7007960
1194,e57b015a4aa84ac2a1f07078cec0cada,3o1Hl5PKa4ckO2v7TUrE,Ley de Seguridad Social,Inactivo,379424bf43ee4be5b89d3a385b3e396d
1195,32911707b45e4681bc1c8f4c89bbae46,bjKY8onZ85ooq1R29ukw,Ley de Seguridad Social,Activo,90fcf8d304f048ba9e6be995cb09a7ce
1196,c3ea06ad9e254410b248aeee032c7d00,ZTMAD10Ur8V8khgFSdQO,Norma Creación,Activo,ffa4042650a944ffbc8818a4b77c768c
1197,367f6f39d6ed4687bcc0547278d4c32d,4i9uYiMVUa1bcyTsKU3B,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,025763e150484deb92c8934f9d9b4b03
1198,8f1149df0cf54c39b02f7268f86b978d,jt9MpnnuqJsarqvpMC1I,Ley de Seguridad Social,Activo,624785ff59174f06a19bdf3a0ea16e2e
1199,36b3eba0ceef474a8dac208f85cd2f7d,8uVC85w5vX9uhxRoorFP,Ley de Seguridad Social,Activo,ad78ffbed2ab45e5a968a7c8ad466f16
1200,53d1f2f29c2e4483ada57871cd4f8e04,5vnpEgFbwcSlmAvQqSjl,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,e2b26d2f5a4c475e8345115522595b63
1201,6d4c4811201f44cc9fd13a57dbe2dd10,6Vpc46mPHUWEfXJQyPEa,Ley de Seguridad Social,Activo,88bde4e293734d3cb4919b21d778aa58
1202,280d5c53bd2144b5b3a0683d5055f8d6,WtG7oTPKrf7PbFWfa6Bi,Norma Creación,Activo,21a97c0545bf44faafeaf3d8402c1d73
1203,127d275731bd4188ad69616850194459,i7cjf9FbTOG7alj7I2YC,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,9c32f690f12c40d9bd27ba91f6d5492e
1204,a4b03e5becea448b8810c527e87af758,5Ph2d9v60bhATXVgOGpz,Ley de Seguridad Social,Activo,a1aef59c3cc14d61a841b3b582fdcc28
1205,3ef98f1f34654ba29f645d1c6d724845,IKbn9QuqusRN9hY17Q74,Norma Creación,Activo,640a4ae80b0f4c20bc839595bcb768af
1206,c64cb031d52c44e2b1b9985bf70de604,6wxMYhZZ1kSMR5XFdEuk,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,4aa5e47e4dfb4007a9d9c1fcc32c860c
1207,3c350edd9c4749b5b0369704e0314515,Ti6lmCzlxmT9qvN9IutI,Ley de Seguridad Social,Activo,04fbd45fa64e4dcb94630d64430ced1a
1208,656b84c80a1e4e9aa72187d332c4c869,2ZMcHD3gkRdrFktc5rZB,Norma Creación,Inactivo,824772aece1e444db04be38907d02eb1
1209,d23b77902c424e7c825b5024ac4a10f3,OEOI9d1q5gk2QqAey1W8,Ley de Seguridad Social,Activo,7fbc0298fe4749ea9dcc38817402d672
1210,5564221b39ca4868a0c14af81e35513c,rap4BqCtCo7izhc7ifrN,Norma Creación,Activo,30e62ca1424c4dd297d505f8ac3c648b
1211,7523437d08584945a33396e40c465d25,Ujoq5KSzuzvvO3RraS46,Ley de Seguridad Social,Inactivo,16b013e439ed44ada5b69e50cbe4c4cf
1212,5b3fe31ccde6450c938988f70d27e247,jNEkp8ve0CSqvjXuzkDr,Norma Creación,Activo,8510ab41bdee4405b1534c405b35f044
1213,570e255801fc465da20cda9fd0eca2a3,RllnKGGA8FJweDebL0fq,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,aa7328d60b1d4af7aa1439770ac8862e
1214,efb2c428e08346178afdd72d7356b23a,xbvjr1EdwXgH1Q1QIZsP,Norma Creación,Activo,9f5188d70a1a40148c38200beb3fd112
1215,4f656985a56f476e94bbbda01a655ee3,A5q0USsfjBOerRkj4Nyr,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,d07c120d6ee746b49fd6cd5772f3aca0
1216,127febf033e443fa93248e5ff7c91181,RKcSb43xPSQwj2ObIloz,Ley de Seguridad Social,Inactivo,09d1bffd7f604df0b2688759bbc7b41e
1217,18b56251af6341eda548facbcf3d37d8,czSfEh3Qkgc5qWKdRATL,Norma Creación,Activo,6fb4b60f4cf44775b44d5673ecf2793c
1218,fc3a2944e77048db9f3cc38ea9fad437,OKMhRbVw68qb1ac490Ci,Norma Creación,Activo,7072ee5abf8d402da23c3217e4c9e8b2
1219,152a5cc404ab4b31b79576db70358d0e,DkNDJaTmrnai917Zi6qT,Ley de Seguridad Social,Activo,1c2e8e9684434d67b3c5890fd57a584f
1220,2e721a3f74f64944b1835da5ad53e69c,d7xkGclfR4AKIUQ0ILjP,Ley de Seguridad Social,Activo,4eaa61b172e94ae89bf47e394f9519ba
1221,8a8d06b08e8c403e8b52f60b7f87318f,I9MW3z7aIWdDf6GrvqP7,Ley de Seguridad Social,Activo,dea28e6632f7416a853475451b81ca6e
1222,4752bbcd61ae44869490bb56bcfc37ca,EzqhvPuDjBJUs0GWBKRh,Ley de Seguridad Social,Inactivo,07ff21b0fc164dada3e7cb1cc99d6161
1223,06651c322eb9430089a46dc3d5a75bdb,9WyGOOFSKyzhvN5KtTaV,Ley de Seguridad Social,Activo,1c021d1e4fb9489785b129f545fd3a97
1224,0830fa9497854a25b39f9c3376638781,1AuVeyiDetBLOGBOmS4P,Ley de Seguridad Social,Activo,ebc754268c6040c8bc617228a8690905
1225,7d88227da6874d00be6292d3ac227a4f,CX8NB1Nk6lT9790ilqhj,Ley de Seguridad Social,Activo,a492c6ebbf2b4d14a87bbbc7036cd758
1226,23be85e60ec6463bbc9d634098171734,1EEgL4bP3Nu2AE1b3y1p,Normal de Regulación,Activo,e5a6cf0ba0d448bda3c9624aeb820aba
1227,3b2132d5c2ce4c8c9e222dce8aee5d08,W4p0el5RWkayJM7kgOqo,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,4a9979f333d148e3b47702656c59aa36
1228,df5fb2f6638f46dc87b1be6fe960a733,w5gAhjOrLXVsLPFrh1tx,Norma Creación,Activo,4a781b26626c4afea954bf5fda6892ed
1229,40f4126bc3624f89900b95ae036d3f7a,mMq3hk765IvCCoexmePw,Ley de Seguridad Social,Activo,0fedc0f5ce564b13aae5923b3e22cf5e
1230,1581b929208d42cd847ecd88454e4356,kdmeuH3NAZyjsHUhKy7i,Norma Creación,Inactivo,677664366ec14d4f8e5cb666a074a07c
1231,8ef0daf782ce4f84bd84450ea009ae97,VkQ86DuF7SP3rfKlqSNI,Ley de Seguridad Social,Activo,89a72d67a8af487693af04ab6432b53e
1232,09c615295c6e4ba6addbdd735f2f6a42,BsmkPElTfHiCV3hTCWhV,Norma Creación,Activo,a24b3f81782e4642ae52d5659f25b1cf
1233,1b910578c9ea40c1afcb84af57f3b571,JNkDluTOIwxxhs2FTF5y,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,0717ab47b730430a9fd4b823c91a7751
1234,48368c5fd2564382a6f8304a9c357c06,sgpraoXkFVxKL8HqipZt,Norma Creación,Activo,aa76bfd6a3d04ef8ab6805cc901fcd8e
1235,5a2f13a0252a42b999abe7108137b61f,NqVWqhLcEPMEJqLaf0LS,Norma Creación,Activo,e1bf5d38ab1243738c0077c3af8e4e68
1236,b3511c5c29094dffbd1bdb378b48d21a,LUbynWqy2yJM5WiiKYyI,Ley de Seguridad Social,Activo,63d624a488ce49e48a177acd0194b2d4
1237,53707aa913c9493ead4f4c195ee265ce,SZbcF4QftXLbeYR6ZHU7,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,b80acc14240b4a3fb324af5fe205acd4
1238,ffb931108eda452f967769c1051b49b3,K1RgJq5tMTFV6tcZJEdy,Ley de Seguridad Social,Activo,ea3b1e6373aa4900a6dba347be90aecb
1239,e200468ae5894d0fac079adb2aaca963,Xuh37aBwZdJpHL9S9KOZ,Ley de Seguridad Social,Activo,3864477dc7244282ba9716697fd469ac
1240,e9098d4ddafc48fa87e4e763c89b8700,P7lroY5qbqcyHAY3t3oY,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,17573174b4cb4aac95ac607c57168f91
1241,1f9b054a09fd4e70a062e6597892efe9,sIMslND805AqC19Rj0RX,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,5caac52f1e3442cea94dc0a07a4f5b43
1242,50f427143d05429289f5401b1324d495,z0SUTnpPS50hyxav34Rh,Norma Creación,Activo,a07a9f21e1de4442b6aac9db2a0646c0
1243,6cd4b46b3b074f909f0b5f1ec115cfe4,3ivkWBUbPLhZR9H3yKy4,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,d15134b1f47341d8ba44677d66aa8bb6
1244,82c18cb5322a4399b3f4530fe6885a34,hnD4emVj77UqaLV2EDEU,Norma Creación,Activo,78a27045f2e3438282c827eb738df34d
1245,32ac5fbed7224dc287edac355716b4fc,jbQuJvlc1Z35fLtYQyQC,Norma Creación,Activo,0bd69b1e603d47b5b6353dadd2b024cc
1246,2279bb47f4b24dafb490c6ac3e3f488d,u8UgyTH89QKkLZcKFxkh,Ley de Seguridad Social,Inactivo,ae6f20da3dc4420daceb2117871853c6
1247,6e648458c36349b983cbb2f9e9b97af2,RDXYDa8o3nEi5pv4UpiD,Ley de Seguridad Social,Inactivo,c295f182965c4e1a9675291af5028ad5
1248,dd69b07be7fa4207bd62f07dd0272d90,i9St76awKDUiYtBgJc0C,Ley de Seguridad Social,Activo,cd0d9a3fe6da4c678635f15d7c100334
1249,9e6df65a9b08450eaf603a75eb8a2b8c,uKj0N8x5DflOc6DmIKJv,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,06a03b6a177c42a4b91e0b43b0c87752
1250,24e0bdc62a424044afadcd9564f299c0,lYN1EubpipiRvRvPpUC5,Ley de Seguridad Social,Activo,4d1b49fb3c8b43ecb44e3c5be72c2743
1251,fe06a34f03774c6eba44f344d96155b9,LBbRav09XTvTuNypaCt4,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,d71781ced6ba491381e7547a55b579c2
1252,eec20bdd5d68453895d1d1ca220362e7,ysm8W5JbnxWmASPGaWMi,Ley Orgánica del Sistema Nacional de Contratación Pública,Inactivo,308f0f6811c541acaa039149b9d2b26e
1253,4cef45aef9914c9aa11363f9e1c77f95,tCRjNOtSAzSXt2cBdUSc,Ley Orgánica del Sistema Nacional de Contratación Pública,Inactivo,86f7dc6844134eac842b105fbea62565
1254,76cb1acc0fc0439db5817fb4c6609339,CL8Usz3ggyLRqRla8aW7,Ley de Seguridad Social,Activo,34d787e248fb448e8c2c18e69c9c761f
1255,596c9d519b3f4071a023d9274e564a55,J4LrEIJcO5Iz0TD6pjJD,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,8f37e2affbf34215bd4392a8aac56854
1256,916c6f0a4d714683b3c52ee7eb56c689,qpsRAwzQMfv7ELmfN3OI,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,940e256cd6554375ab35fe7f0b759d8c
1257,86f29000467c47239d289e5b65bc0727,EgHIv4teHEDwpORmDfjW,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,928cefc68e7d4cd191190c58dc9b14b7
1258,e74ebd0cf2b0465fa564e6d1bcd138c7,Qs7PiLNwxUtaGsWJpHqi,Ley de Seguridad Social,Activo,55a8cbe986234c2eae10f727b42c2db1
1259,24cb5497bdf74e14a77ef36684bf0146,MRtloXYfEF7fD2MSPm1O,Normal de Regulación,Activo,f1c5f766cdfa40f3b0c6594bd01da941
1260,80d17dc2e015401582222d3a8adca5c0,WkkxCsSW11Uxo0teC6hr,Ley de Seguridad Social,Inactivo,f9487ad88fd84825a6921901767dcc7b
1261,d3e1aca13404441ba4ea692a88b0e04d,S0sLKHx0HzW6dSC5U7Sq,Norma Creación,Activo,e09a9dd71cde423a90ad24b54a53ddbc
1262,854aac35342f4083827b5445ba925167,7E2Vk02tNxF1eGoZEfbM,Ley de Seguridad Social,Activo,ed105f640344421a95fea37d46ce6852
1263,0baa30c91794496993583c2edb68de76,W4JTpJqnJxwwY2fFzKOS,Ley de Seguridad Social,Activo,e0b3a9f9039748a8962ae1adda6b45cb
1264,0a2ea91f9bb14c34b012c901bd08a4b4,XPGAa2fEg0QV1kdSRurG,Ley de Seguridad Social,Activo,bfc894c09b0a4cfc966b0bd00b2d1608
1265,6ab2fed2e9ec432b804b1af9b6a2239a,qNaWoOvZZMAdb7WtMpFz,Norma Creación,Inactivo,4082799677a14e20b7d94f6fed8c26ea
1266,4a5905d5d9944e1bb2e469567bd745a9,XTp8ajVYIBTK6CAmRha3,Ley de Seguridad Social,Activo,a5b700307a0543e2a24d836dfe3c0161
1267,e6f9fa4ccc27460e8c075cc07dd90268,UnFpYAYr2HHwz4HIjsQN,Ley de Seguridad Social,Activo,4d2db0b505c14557b6af8531e6f3a249
1268,49d0b335800a48c9be3c5561f66867d8,ApsBKYbSYa4XISsZqwyt,Ley de Seguridad Social,Activo,ecea626935e44ae1afa98e4604db3333
1269,1a2c509c8f484218a8943913d154ba8c,uwql2QA2WxP9MJO7p8oh,Norma Creación,Activo,ad205d07d15e4e9cbbe92fe584afcffe
1270,c493caab109a40f48c65b9c836f41d8c,fle2K3SFQMTDEYZWdyNk,Normal de Regulación,Activo,ce3c0df469e349c1ac31091d1da5ec84
1271,6d14b07114044659a5b23fa9b43e88ac,4P2WYJH4AddRWXWehjUT,Ley de Seguridad Social,Activo,4e94e77d94fa4ddfab76e354cfebed74
1272,6f30a9cd62464282b084aca0fa6ee9e3,uGF2jIyDLl2lzrfOHVNU,Norma Creación,Activo,0e65dabe9bbe478bb78ee73aaf309fef
1273,aea60d1ecfbe40acab55fe51c7ad4bad,wUa1rOa6NYJZi3MZBsk4,Ley de Seguridad Social,Activo,2feb8ba616fd41cd8c5a86256976bbc6
1274,0361085e01fc47e7b5aab046cf366fe7,Z1FaNtTx3iGL0KDVK7P1,Ley de Seguridad Social,Inactivo,a29bebfa430f40c7b56ede16d3d24313
1275,78cf04a4f3394b22b9004d809741bcf0,DJXIIhZLqZFqCUqlcq1y,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,a334deed54b14a2da7368201746edb7a
1276,959147360aec4d338bd64caf080dc664,q3FtYEPretRbhACmbGpq,Ley de Seguridad Social,Activo,5704441aaa4d469b84ccbb059e04fbab
1277,c20720dd022846f7a0975e6c55fb3e9d,iTNA8GzTXL3G1TruUNlQ,Ley de Seguridad Social,Activo,fa1a0cf4ba8340ebb78c37fe038cf993
1278,d86daf2fad1c46179ccec89c36ec81b0,jyYz9Uy9jffXfJBOS9Mn,Ley Orgánica del Sistema Nacional de Contratación Pública,Inactivo,87935b4e2ad24e3e9cb8968223bfc2b1
1279,8e4aa755aa414d479f6204ddd80f78a6,0hqE6O9Fv5xjMtlJNch9,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,9fbf9eea0d78492dba533ac11846eba6
1280,e6b0f73b009f4752a1c49cd17989cba0,kWXdVenUwdsSp2PBEgIt,Ley de Seguridad Social,Activo,3bf2332102db46d5b1e92edbf8f6138d
1281,699b1e39952f4cb8b2ea5aa29f6dffb2,COuBKi0tuAB0S0sSAWSS,Ley de Seguridad Social,Activo,e460b9c67fd24187acf9f07d7cae2d8f
1282,5916aad3718244f99c1dbba891e2b009,rv31snjINFKT3qe1Oqhj,Ley de Seguridad Social,Activo,cd85767733e94576b1022de0c3b09374
1283,ad2e2cddfa9f489a991df05d0a8b6d98,hAuWSfqaiW6elJu8YlH0,Ley de Seguridad Social,Inactivo,eb1f914381c54638a20a688bc17e1b0d
1284,022cebc71d3843ac8eb8c46eaf7743ba,LerVlFymw3L9u7k6Zt5Q,Ley de Seguridad Social,Activo,ef4233a2be3645f5b19a88b69059473f
